acceleration,aggression,agility,balance,ball,composure,crossing,curve,defending,diving,dribbling,finishing,fk,handling,heading,interceptions,jumping,kicking,long,marking,pace,passing,penalties,physicality,player_id,positioning,raits,reactions,reflexes,shooting,short,shot,sliding,specialities,speed,sprint,stamina,standing,strength,vision,volleys,cam,cb,cdm,cf,cm,lb,lf,lm,lw,lwb,rb,rf,rm,rw,rwb,st,added_on,age,att_workrate,club,def_workrate,foot,height,intl_reputation,league,name,nation,origin,revision,skills,weak_foot,weight,colour,front_scores,overall_score,position,rareness
69,78,47,54,78,0,73,51,87,0,65,63,59,0,84,89,72,0,83,86,70,78,77,84,79,73,"['Flair', 'Shooting - Long Shot Taker']",85,0,68,85,85,86,"['Tackler', 'Tactician', 'Strength', 'Complete Defender']",0,70,84,88,88,78,58,74,85,85,74,80,82,74,75,72,81,82,74,75,72,81,75,2016-09-21,54,Med,Legends,Med,Right,190,0,Legends,Rijkaard,Netherlands,N\A,Legend,2,4,87,gold,"{'PHY': '84', 'DEF': '87', 'DRI': '68', 'PAS': '78', 'SHO': '68', 'PAC': '70'}",88,CDM,rare
80,77,82,84,85,0,71,71,66,0,87,88,70,0,88,61,83,0,75,64,81,79,89,76,80,85,"['Chip Shot', 'Shooting - Chip Shot', 'Technical Dribbler', 'Corner Specialist']",83,0,86,86,84,62,"['Dribbler', 'Clinical Finisher', 'Complete Forward', 'Poacher']",0,81,77,67,74,82,81,84,72,74,85,81,73,85,82,83,74,73,85,82,83,74,85,2016-09-21,49,High,Legends,Med,Left,183,0,Legends,Šuker,Croatia,N\A,Legend,4,4,80,gold,"{'PHY': '76', 'DEF': '66', 'DRI': '86', 'PAS': '79', 'SHO': '86', 'PAC': '81'}",88,ST,rare
88,42,85,71,88,0,72,78,27,0,90,84,76,0,71,22,65,0,77,19,87,80,80,65,81,85,"['Avoids Using Weaker Foot', 'Flair', 'Playmaker', 'Technical Dribbler']",87,0,83,84,83,20,['Dribbler'],0,87,81,27,67,84,74,86,45,56,86,78,55,86,84,85,60,55,86,84,85,60,83,2016-09-21,48,High,Legends,Low,Right,186,0,Legends,Laudrup,Denmark,N\A,Legend,4,3,78,gold,"{'PHY': '65', 'DEF': '27', 'DRI': '88', 'PAS': '80', 'SHO': '83', 'PAC': '87'}",88,CF,rare
87,41,91,88,90,0,76,80,35,0,92,74,83,0,62,46,54,0,77,23,84,81,84,58,82,78,"['Flair', 'Playmaker', 'Technical Dribbler']",67,0,80,82,87,23,"['Dribbler', 'Acrobat']",0,82,64,34,62,87,81,84,47,58,83,77,56,83,82,83,61,56,83,82,83,61,78,2016-09-21,43,Med,Legends,Low,Right,173,0,Legends,Okocha,Nigeria,N\A,Legend,5,4,70,gold,"{'PHY': '58', 'DEF': '35', 'DRI': '90', 'PAS': '81', 'SHO': '80', 'PAC': '84'}",87,CAM,rare
84,83,62,66,79,0,55,57,25,0,82,90,58,0,90,16,83,0,68,16,83,63,90,83,83,83,"['Injury Prone', 'Avoids Using Weaker Foot', 'Shooting - Long Shot Taker', 'Power Header', 'Target Forward']",77,0,87,77,87,14,"['Aerial Threat', 'Clinical Finisher', 'Complete Forward', 'Poacher']",0,82,76,22,87,46,81,75,48,52,79,67,49,79,75,77,52,49,79,75,77,52,84,2016-09-21,43,Med,Legends,Low,Left,185,0,Legends,Vieri,Italy,N\A,Legend,3,3,82,gold,"{'PHY': '83', 'DEF': '25', 'DRI': '78', 'PAS': '63', 'SHO': '87', 'PAC': '83'}",87,ST,rare
87,43,77,61,82,0,35,56,20,0,75,95,32,0,84,15,74,0,34,11,85,49,84,55,84,94,"['Tries To Beat Defensive Line', 'Selfish', 'Ultimate Professional']",93,0,84,65,75,19,['Poacher'],0,83,61,13,55,47,89,74,40,43,80,61,46,80,71,76,48,46,80,71,76,48,84,2016-09-21,43,Med,Legends,Low,Right,181,0,Legends,Inzaghi,Italy,N\A,Legend,3,3,74,gold,"{'PHY': '55', 'DEF': '20', 'DRI': '78', 'PAS': '49', 'SHO': '84', 'PAC': '85'}",87,ST,rare
88,62,85,88,90,0,82,90,32,0,90,85,88,0,58,22,55,0,83,31,85,84,84,62,85,87,"['Shooting - Finesse Shot', 'Flair', 'Playmaker', 'Chip Shot', 'Shooting - Chip Shot', 'Technical Dribbler', 'Takes Finesse Style Free Kicks']",87,0,82,87,75,20,"['Dribbler', 'FK Specialist']",0,82,74,35,57,79,78,86,47,60,85,79,57,85,86,86,62,57,85,86,86,62,81,2016-09-21,50,Med,Legends,Med,Right,168,0,Legends,Zola,Italy,N\A,Legend,3,4,67,gold,"{'PHY': '62', 'DEF': '32', 'DRI': '89', 'PAS': '84', 'SHO': '82', 'PAC': '85'}",87,CF,rare
78,92,79,73,84,0,72,73,84,0,72,70,71,0,78,87,78,0,83,82,77,80,64,89,86,81,"['Shooting - Long Shot Taker', 'Ultimate Professional']",84,0,78,86,89,83,"['Distance Shooter', 'Tactician']",0,76,92,87,87,77,76,80,85,85,80,83,83,80,79,78,83,83,80,79,78,83,80,2016-09-21,46,High,Legends,High,Left,185,0,Legends,Petit,France,N\A,Legend,3,3,79,gold,"{'PHY': '89', 'DEF': '84', 'DRI': '77', 'PAS': '80', 'SHO': '78', 'PAC': '77'}",87,CDM,rare
71,96,64,82,74,0,52,39,85,0,55,45,35,0,45,92,54,0,83,88,66,72,59,92,87,64,"['Dives Into Tackles', 'Ultimate Professional']",91,0,55,87,75,84,"['Tactician', 'Strength']",0,61,93,92,94,75,58,71,84,87,67,78,80,67,70,65,80,80,67,70,65,80,65,2016-09-21,39,Med,Legends,High,Right,177,0,Legends,Gattuso,Italy,N\A,Legend,2,3,77,gold,"{'PHY': '92', 'DEF': '85', 'DRI': '65', 'PAS': '72', 'SHO': '55', 'PAC': '66'}",87,CDM,rare
86,47,87,82,80,0,77,70,25,0,78,88,60,0,90,20,85,0,52,17,87,69,88,69,88,86,"['Shooting - Finesse Shot', 'Power Header', 'Target Forward']",82,0,86,65,86,16,"['Aerial Threat', 'Acrobat', 'Clinical Finisher', 'Complete Forward', 'Poacher']",0,88,77,19,73,81,87,78,44,49,82,68,52,82,78,81,55,52,82,78,81,55,84,2016-09-21,41,Med,Legends,Low,Right,185,0,Legends,Crespo,Argentina,N\A,Legend,4,5,78,gold,"{'PHY': '69', 'DEF': '25', 'DRI': '80', 'PAS': '69', 'SHO': '86', 'PAC': '87'}",87,ST,rare
64,35,70,66,34,0,23,12,0,90,32,33,30,88,30,25,85,88,36,12,0,0,31,0,90,83,['Puncher'],92,80,0,34,30,20,['None'],64,60,42,26,75,17,37,36,36,35,37,34,36,37,38,38,36,36,37,38,38,36,39,2016-09-21,47,Med,Legends,Med,Right,184,0,Legends,Vitor Baía,Portugal,N\A,Legend,1,3,78,gold,"{'POS': '83', 'SPE': '64', 'REF': '88', 'KIC': '80', 'HAN': '88', 'DIV': '90'}",87,Baía,rare
87,70,89,80,84,0,66,69,44,0,84,89,77,0,86,39,82,0,66,43,84,73,78,67,91,88,"['Tries To Beat Defensive Line', 'Shooting - Finesse Shot']",85,0,85,73,82,34,"['Acrobat', 'Poacher']",0,82,79,36,58,83,83,82,55,60,84,75,60,84,81,82,63,60,84,81,82,63,84,2016-09-21,45,High,Legends,Low,Right,178,0,Legends,Larsson,Sweden,N\A,Legend,3,4,76,gold,"{'PHY': '67', 'DEF': '44', 'DRI': '84', 'PAS': '73', 'SHO': '85', 'PAC': '84'}",87,ST,rare
86,65,86,73,91,0,83,86,39,0,88,76,84,0,62,32,42,0,89,32,83,89,78,68,92,83,"['Flair', 'Playmaker', 'Technical Dribbler', 'Takes Finesse Style Free Kicks']",85,0,78,92,75,36,"['Dribbler', 'Play Maker', 'Acrobat']",0,81,82,45,65,90,75,87,53,66,85,83,62,85,86,86,67,62,85,86,86,67,80,2016-09-21,39,Med,Legends,Med,Right,174,0,Legends,Deco,Portugal,N\A,Legend,4,3,73,gold,"{'PHY': '68', 'DEF': '39', 'DRI': '88', 'PAS': '89', 'SHO': '78', 'PAC': '83'}",87,CAM,rare
84,61,74,70,76,0,72,72,31,0,80,89,84,0,88,45,85,0,45,20,82,72,87,72,93,84,"['Selfish', 'Power Header', 'Ultimate Professional', 'Target Forward']",85,0,86,79,85,11,"['Clinical Finisher', 'Poacher']",0,81,73,20,74,77,89,79,49,54,82,70,54,82,78,80,58,54,82,78,80,58,84,2016-09-21,44,Med,Legends,Low,Right,180,0,Legends,Pauleta,Portugal,N\A,Legend,3,4,78,gold,"{'PHY': '72', 'DEF': '31', 'DRI': '78', 'PAS': '72', 'SHO': '86', 'PAC': '82'}",87,ST,rare
93,61,90,82,83,0,69,75,48,0,89,91,81,0,91,35,89,0,72,41,92,73,88,68,94,88,"['Tries To Beat Defensive Line', 'Dribbler - Speed Dribbler', 'Power Header', 'Chip Shot', 'Shooting - Chip Shot']",83,0,87,74,82,52,"['Speedster', 'Aerial Threat', 'Dribbler', 'Acrobat', 'Clinical Finisher', 'Complete Forward', 'Poacher']",0,91,82,47,61,73,83,82,59,62,85,75,65,85,82,84,66,65,85,82,84,66,85,2016-09-21,48,High,Legends,Med,Right,175,0,Legends,Hernández,Mexico,N\A,Legend,4,3,69,gold,"{'PHY': '68', 'DEF': '48', 'DRI': '87', 'PAS': '73', 'SHO': '87', 'PAC': '92'}",87,ST,rare
91,81,66,77,82,0,94,88,86,0,73,42,81,0,76,91,81,0,82,85,89,82,97,86,97,62,"['Crosser - Early Crosser', 'Shooting - Finesse Shot']",78,0,66,74,92,88,"['Distance Shooter', 'Crosser', 'Tackler']",0,88,91,88,85,82,61,75,84,84,74,79,86,74,78,76,86,86,74,78,76,86,72,2016-09-21,56,High,Legends,Med,Left,176,0,Legends,Brehme,Germany,N\A,Legend,3,5,77,gold,"{'PHY': '86', 'DEF': '86', 'DRI': '75', 'PAS': '82', 'SHO': '66', 'PAC': '89'}",87,LWB,rare
88,43,94,91,91,0,83,77,28,0,94,81,84,0,73,21,56,0,72,21,84,78,94,55,110,81,"['Injury Prone', 'Flair', 'Technical Dribbler']",82,0,80,82,76,26,"['Dribbler', 'Acrobat']",0,81,69,24,53,71,81,83,43,54,84,74,55,84,83,85,60,55,84,83,85,60,81,2016-09-21,51,High,Legends,Low,Left,175,0,Legends,Paulo Futre,Portugal,N\A,Legend,4,5,74,gold,"{'PHY': '55', 'DEF': '28', 'DRI': '92', 'PAS': '78', 'SHO': '80', 'PAC': '84'}",87,Futre,rare
74,52,60,65,77,0,51,67,32,0,73,89,45,0,93,25,85,0,45,25,76,62,66,74,111,88,['None'],87,0,83,77,83,26,"['Aerial Threat', 'Poacher']",0,78,69,24,84,62,84,75,50,52,79,66,52,79,73,75,54,52,79,73,75,54,84,2016-09-21,49,Med,Legends,Med,Right,191,0,Legends,Bierhoff,Germany,N\A,Legend,3,4,83,gold,"{'PHY': '74', 'DEF': '32', 'DRI': '73', 'PAS': '62', 'SHO': '83', 'PAC': '76'}",87,ST,rare
85,69,82,86,80,0,65,73,48,0,81,84,79,0,88,66,80,0,64,27,83,73,85,76,112,84,['Selfish'],86,0,83,75,84,32,['None'],0,81,81,48,75,81,82,80,60,65,82,76,63,82,79,80,65,63,82,79,80,65,83,2016-09-21,42,Med,Legends,Med,Left,180,0,Legends,Fowler,England,N\A,Legend,3,3,73,gold,"{'PHY': '76', 'DEF': '48', 'DRI': '81', 'PAS': '73', 'SHO': '83', 'PAC': '83'}",86,ST,rare
79,87,71,80,64,0,87,56,84,0,44,31,33,0,75,87,71,0,71,83,80,74,32,81,113,45,"['Long Throw', 'Leadership', 'Crosser - Early Crosser', 'Ultimate Professional']",86,0,36,78,47,86,['Tactician'],0,81,88,85,76,70,55,62,82,80,58,69,83,58,67,62,81,83,58,67,62,81,57,2016-09-21,42,Med,Legends,High,Right,179,0,Legends,Neville,England,N\A,Legend,2,3,79,gold,"{'PHY': '81', 'DEF': '84', 'DRI': '57', 'PAS': '74', 'SHO': '36', 'PAC': '80'}",86,RB,rare
78,84,50,50,55,0,40,19,85,0,40,28,15,0,91,83,81,0,64,88,78,55,37,86,114,41,['Power Header'],82,0,35,74,62,87,"['Aerial Threat', 'Strength']",0,78,76,82,93,51,23,55,84,76,54,61,76,54,57,52,72,76,54,57,52,72,57,2016-09-21,42,Low,Legends,Med,Right,188,0,Legends,Campbell,England,N\A,Legend,2,3,86,gold,"{'PHY': '86', 'DEF': '85', 'DRI': '48', 'PAS': '55', 'SHO': '35', 'PAC': '78'}",86,CB,rare
77,52,54,59,76,0,72,65,40,0,75,87,74,0,87,41,86,0,68,34,78,70,86,72,115,86,"['Power Header', 'Ultimate Professional']",86,0,86,72,88,38,"['Clinical Finisher', 'Poacher']",0,79,82,31,74,68,85,76,54,58,80,71,60,80,77,77,62,60,80,77,77,62,83,2016-09-21,51,High,Legends,Low,Right,185,0,Legends,Sheringham,England,N\A,Legend,3,3,79,gold,"{'PHY': '72', 'DEF': '40', 'DRI': '73', 'PAS': '70', 'SHO': '86', 'PAC': '78'}",86,ST,rare
85,52,76,74,85,0,70,84,48,0,80,90,60,0,83,36,67,0,69,48,83,73,79,64,116,90,"['Injury Prone', 'Shooting - Finesse Shot']",86,0,86,72,81,42,"['Clinical Finisher', 'Poacher']",0,82,73,45,63,80,85,81,56,61,84,75,62,84,80,82,64,62,84,80,82,64,84,2016-09-21,44,High,Legends,Med,Right,178,0,Legends,Solskjær,Norway,N\A,Legend,3,4,74,gold,"{'PHY': '64', 'DEF': '48', 'DRI': '81', 'PAS': '73', 'SHO': '86', 'PAC': '83'}",86,ST,rare
61,89,48,57,57,0,45,38,88,0,41,35,41,0,84,86,73,0,63,89,64,57,49,87,117,37,['Ultimate Professional'],84,0,41,65,55,90,"['Tackler', 'Tactician', 'Strength', 'Complete Defender']",0,66,89,88,86,60,38,55,84,78,54,63,77,54,56,52,74,77,54,56,52,74,56,2016-09-21,39,Med,Legends,High,Right,185,0,Legends,Carragher,England,N\A,Legend,2,3,83,gold,"{'PHY': '87', 'DEF': '88', 'DRI': '49', 'PAS': '57', 'SHO': '41', 'PAC': '64'}",86,CB,rare
84,66,80,73,84,0,79,79,38,0,84,85,78,0,58,34,68,0,75,36,85,80,71,75,118,87,"['Injury Prone', 'Shooting - Finesse Shot']",87,0,81,84,79,31,['None'],0,85,86,39,73,79,66,83,53,63,83,78,61,83,83,84,65,61,83,83,84,65,81,2016-09-21,40,Med,Legends,Med,Right,175,0,Legends,Ljungberg,Sweden,N\A,Legend,3,4,73,gold,"{'PHY': '75', 'DEF': '38', 'DRI': '83', 'PAS': '80', 'SHO': '81', 'PAC': '85'}",86,RM,rare
86,66,82,79,85,0,83,77,42,0,82,87,71,0,57,42,64,0,74,41,87,81,86,67,119,87,"['Dribbler - Speed Dribbler', 'Playmaker', 'Corner Specialist']",87,0,84,85,82,32,['Clinical Finisher'],0,87,84,43,59,83,80,84,54,64,84,79,63,84,84,85,67,63,84,84,85,67,81,2016-09-21,35,Med,Legends,Med,Right,173,0,Legends,Donovan,United States,N\A,Legend,3,4,73,gold,"{'PHY': '67', 'DEF': '42', 'DRI': '83', 'PAS': '81', 'SHO': '84', 'PAC': '87'}",86,CF,rare
78,82,50,50,66,0,65,52,84,0,61,35,56,0,88,83,81,0,71,86,78,72,85,86,120,41,['None'],82,0,55,79,82,85,['Strength'],0,78,76,81,93,77,38,67,84,79,65,72,79,65,67,64,77,79,65,67,64,77,65,2016-09-21,47,Low,Legends,High,Right,191,0,Legends,Lalas,United States,N\A,Legend,2,3,88,gold,"{'PHY': '86', 'DEF': '84', 'DRI': '62', 'PAS': '72', 'SHO': '55', 'PAC': '78'}",86,CB,rare
65,79,60,61,74,0,72,86,88,0,59,51,84,0,85,94,78,0,87,86,66,79,81,78,132,61,"['Dives Into Tackles', 'Passing - Long Passer', 'Takes Finesse Style Free Kicks']",90,0,61,80,79,88,"['Tackler', 'Tactician']",0,66,84,87,74,74,45,70,84,84,69,78,83,69,71,68,81,83,69,71,68,81,69,2016-09-21,47,Med,Legends,High,Left,179,0,Legends,De Boer,Netherlands,N\A,Legend,2,3,79,gold,"{'PHY': '78', 'DEF': '88', 'DRI': '65', 'PAS': '79', 'SHO': '61', 'PAC': '66'}",86,Boer,rare
75,82,74,68,84,0,73,76,74,0,79,78,73,0,77,86,72,0,84,59,74,82,90,85,136,79,"['Dives Into Tackles', 'Leadership', 'Passing - Long Passer', 'Corner Specialist']",88,0,82,87,87,78,['Tactician'],0,74,89,79,85,85,77,83,78,82,82,84,79,82,81,80,80,79,82,81,80,80,81,2016-09-21,48,Med,Legends,High,Right,188,0,Legends,Effenberg,Germany,N\A,Legend,3,4,88,gold,"{'PHY': '85', 'DEF': '74', 'DRI': '80', 'PAS': '82', 'SHO': '82', 'PAC': '74'}",86,CAM,rare
67,33,80,71,90,0,76,79,18,0,88,71,74,0,48,21,30,0,86,13,68,85,83,48,137,83,"['Flair', 'Playmaker', 'Technical Dribbler']",77,0,72,88,70,15,"['Dribbler', 'Play Maker']",0,68,58,12,51,91,69,84,34,52,81,77,47,81,81,81,53,47,81,81,81,53,73,2016-09-21,55,Med,Legends,Low,Right,177,0,Legends,Valderrama,Colombia,N\A,Legend,4,4,74,gold,"{'PHY': '48', 'DEF': '18', 'DRI': '86', 'PAS': '85', 'SHO': '72', 'PAC': '68'}",86,CAM,rare
96,72,97,68,99,86,94,91,48,0,99,99,86,0,99,42,99,0,80,32,98,91,91,92,18947,99,"['Takes Powerful Driven Free Kicks', 'Flair', 'Shooting - Long Shot Taker', 'Dribbler - Speed Dribbler']",99,0,99,92,99,33,"['Speedster', 'Aerial Threat', 'Dribbler', 'Distance Shooter', 'Crosser', 'FK Specialist', 'Acrobat', 'Strength', 'Clinical Finisher', 'Complete Forward', 'Poacher']",0,98,99,45,92,95,94,96,63,71,98,89,70,98,96,97,74,70,98,96,97,74,98,2017-06-08,32,High,Real Madrid,Low,Right,185,5,LaLiga Santander,Cristiano Ronaldo,Portugal,TOTS-LaLiga,TOTS,5,4,80,gold,"{'PHY': '92', 'DEF': '48', 'DRI': '99', 'PAS': '91', 'SHO': '99', 'PAC': '98', 'TOTS-LaLiga': 'LW'}",99,Ronaldo,rare
96,74,96,67,99,86,95,92,50,0,99,99,87,0,99,43,99,0,81,33,98,92,91,94,15953,99,"['Takes Powerful Driven Free Kicks', 'Flair', 'Shooting - Long Shot Taker', 'Dribbler - Speed Dribbler']",99,0,99,93,99,34,"['Speedster', 'Aerial Threat', 'Dribbler', 'Distance Shooter', 'Crosser', 'FK Specialist', 'Acrobat', 'Strength', 'Clinical Finisher', 'Complete Forward', 'Poacher']",0,98,99,46,94,96,94,97,64,71,98,90,71,98,97,98,75,71,98,97,98,75,98,2017-01-09,32,High,Real Madrid,Low,Right,185,5,LaLiga Santander,Cristiano Ronaldo,Portugal,TOTY,TOTY,5,4,80,gold,"{'PHY': '94', 'DEF': '50', 'DRI': '98', 'PAS': '92', 'SHO': '99', 'PAC': '98', 'TOTY': 'LW'}",99,Ronaldo,rare
94,69,94,66,97,86,93,90,42,0,98,98,85,0,99,36,99,0,80,28,96,90,89,88,18444,99,"['Takes Powerful Driven Free Kicks', 'Flair', 'Shooting - Long Shot Taker', 'Dribbler - Speed Dribbler']",99,0,97,91,99,29,"['Speedster', 'Aerial Threat', 'Dribbler', 'Distance Shooter', 'Crosser', 'Acrobat', 'Clinical Finisher', 'Complete Forward', 'Poacher']",0,96,99,39,88,94,92,95,60,68,97,88,68,97,95,96,72,68,97,95,96,72,97,2017-05-06,32,High,Real Madrid,Low,Right,185,5,LaLiga Santander,Cristiano Ronaldo,Portugal,N\A,CMOTM,5,4,80,gold,"{'PHY': '88', 'DEF': '42', 'DRI': '96', 'PAS': '90', 'SHO': '97', 'PAC': '96'}",98,Ronaldo,rare
94,69,94,66,97,86,93,90,42,0,98,98,85,0,99,36,99,0,80,28,96,90,89,88,18324,99,"['Takes Powerful Driven Free Kicks', 'Flair', 'Shooting - Long Shot Taker', 'Dribbler - Speed Dribbler']",99,0,97,91,99,29,"['Speedster', 'Aerial Threat', 'Dribbler', 'Distance Shooter', 'Crosser', 'Acrobat', 'Clinical Finisher', 'Complete Forward', 'Poacher']",0,96,99,39,88,94,92,95,60,68,97,88,68,97,95,96,72,68,97,95,96,72,97,2017-04-21,32,High,Real Madrid,Low,Right,185,5,LaLiga Santander,Cristiano Ronaldo,Portugal,TOTKS,RB,5,4,80,gold,"{'PHY': '88', 'DEF': '42', 'DRI': '96', 'PAS': '90', 'SHO': '97', 'PAC': '96', 'TOTKS': 'LW'}",98,Ronaldo,rare
93,67,93,65,96,86,90,87,40,0,97,97,82,0,99,35,99,0,77,26,95,87,88,86,18152,98,"['Takes Powerful Driven Free Kicks', 'Flair', 'Shooting - Long Shot Taker', 'Dribbler - Speed Dribbler']",99,0,96,88,98,27,"['Speedster', 'Aerial Threat', 'Dribbler', 'Distance Shooter', 'Crosser', 'Acrobat', 'Clinical Finisher', 'Complete Forward', 'Poacher']",0,95,98,37,86,91,91,94,58,66,96,86,66,96,94,95,70,66,96,94,95,70,96,2017-03-29,32,High,Real Madrid,Low,Right,185,5,LaLiga Santander,Cristiano Ronaldo,Portugal,TOTW28,TIF,5,4,80,gold,"{'PHY': '86', 'DEF': '40', 'DRI': '95', 'PAS': '87', 'SHO': '96', 'PAC': '95', 'TOTW28': 'LW'}",97,Ronaldo,rare
92,66,92,65,95,86,88,85,37,0,96,95,80,0,97,32,99,0,75,24,94,85,86,84,15381,96,"['Takes Powerful Driven Free Kicks', 'Flair', 'Shooting - Long Shot Taker', 'Dribbler - Speed Dribbler']",99,0,94,86,96,25,"['Speedster', 'Aerial Threat', 'Dribbler', 'Distance Shooter', 'Crosser', 'Acrobat', 'Clinical Finisher', 'Complete Forward', 'Poacher']",0,94,96,34,84,89,89,92,56,64,94,84,64,94,92,93,68,64,94,92,93,68,95,2016-11-23,32,High,Real Madrid,Low,Right,185,5,LaLiga Santander,Cristiano Ronaldo,Portugal,TOTW10,SIF,5,4,80,gold,"{'PHY': '84', 'DEF': '37', 'DRI': '94', 'PAS': '85', 'SHO': '94', 'PAC': '94', 'TOTW10': 'ST'}",96,Ronaldo,rare
88,84,94,93,99,76,88,99,65,0,99,98,90,0,91,80,92,0,94,41,84,98,98,90,18969,99,"['Selfish', 'Shooting - Finesse Shot', 'Playmaker', 'Chip Shot', 'Technical Dribbler']",88,0,97,99,93,61,"['Aerial Threat', 'Dribbler', 'Play Maker', 'Distance Shooter', 'Crosser', 'FK Specialist', 'Acrobat', 'Clinical Finisher', 'Midfielder', 'Complete Forward', 'Poacher']",0,80,99,71,85,99,82,97,75,83,96,95,80,96,95,95,82,80,96,95,95,82,94,2017-06-08,25,High,Real Madrid,Med,Right,176,3,LaLiga Santander,Isco,Spain,TOTS-LaLiga,TOTS,4,3,74,gold,"{'PHY': '90', 'DEF': '65', 'DRI': '98', 'PAS': '98', 'SHO': '97', 'PAC': '84'}",96,CM,rare
83,75,99,99,99,76,87,88,83,0,93,80,85,0,63,87,81,0,92,76,80,96,90,80,15985,89,"['Passing - Long Passer', 'Playmaker', 'Technical Dribbler']",95,0,85,99,82,84,"['Dribbler', 'Play Maker', 'Distance Shooter', 'Crosser', 'Tactician', 'Acrobat', 'Midfielder']",0,76,99,92,70,99,83,94,82,90,91,95,88,91,92,91,90,88,91,92,91,90,84,2017-01-11,31,High,Real Madrid,Med,Right,174,4,LaLiga Santander,Modric,Croatia,TOTY,TOTY,4,4,65,gold,"{'PHY': '80', 'DEF': '83', 'DRI': '97', 'PAS': '96', 'SHO': '85', 'PAC': '80'}",96,CM,rare
83,97,99,74,99,76,81,89,97,0,75,73,82,0,95,98,99,0,86,94,85,86,83,96,15990,63,"['Dives Into Tackles', 'Leadership', 'Power Header']",99,0,77,93,96,99,"['Aerial Threat', 'Tackler', 'Tactician', 'Acrobat', 'Strength', 'Complete Defender']",0,84,97,99,93,77,80,84,96,95,83,88,94,83,84,83,93,94,83,84,83,93,84,2017-01-12,31,High,Real Madrid,Med,Right,183,4,LaLiga Santander,Sergio Ramos,Spain,TOTY,TOTY,3,3,75,gold,"{'PHY': '96', 'DEF': '97', 'DRI': '87', 'PAS': '86', 'SHO': '77', 'PAC': '85', 'TOTY': 'CB'}",96,Ramos,rare
82,96,98,73,99,76,79,87,95,0,74,72,80,0,93,96,99,0,84,92,84,84,82,95,18956,62,"['Dives Into Tackles', 'Leadership', 'Power Header']",99,0,76,91,95,98,"['Aerial Threat', 'Tackler', 'Tactician', 'Acrobat', 'Strength', 'Complete Defender']",0,84,96,97,92,75,79,82,95,93,82,86,93,82,83,82,92,93,82,83,82,92,83,2017-06-08,31,High,Real Madrid,Med,Right,183,4,LaLiga Santander,Sergio Ramos,Spain,TOTS-LaLiga,TOTS,3,3,75,gold,"{'PHY': '95', 'DEF': '95', 'DRI': '86', 'PAS': '84', 'SHO': '76', 'PAC': '84', 'TOTS-LaLiga': 'CB'}",95,Ramos,rare
91,64,90,63,93,86,86,83,35,0,94,94,78,0,92,30,97,0,73,23,93,83,85,82,15148,95,"['Takes Powerful Driven Free Kicks', 'Flair', 'Shooting - Long Shot Taker', 'Dribbler - Speed Dribbler']",97,0,93,84,95,24,"['Speedster', 'Aerial Threat', 'Dribbler', 'Distance Shooter', 'Crosser', 'Acrobat', 'Clinical Finisher', 'Complete Forward', 'Poacher']",0,93,94,32,82,87,88,90,54,62,93,82,62,93,90,92,67,62,93,90,92,67,93,2016-10-12,32,High,Real Madrid,Low,Right,185,5,LaLiga Santander,Cristiano Ronaldo,Portugal,TOTW4,IF,5,4,80,gold,"{'PHY': '82', 'DEF': '35', 'DRI': '92', 'PAS': '83', 'SHO': '93', 'PAC': '93', 'TOTW4': 'ST'}",95,Ronaldo,rare
73,68,77,69,94,85,93,93,80,0,86,84,92,0,62,89,38,0,99,73,60,98,82,80,15987,85,"['Playmaker', 'Technical Dribbler']",94,0,90,99,97,75,"['Play Maker', 'Distance Shooter', 'Crosser', 'FK Specialist', 'Tactician', 'Midfielder']",0,49,89,86,84,97,92,90,79,89,88,94,83,88,88,87,85,83,88,88,87,85,84,2017-01-11,27,Med,Real Madrid,Med,Right,182,4,LaLiga Santander,Kroos,Germany,TOTY,TOTY,3,5,78,gold,"{'PHY': '80', 'DEF': '80', 'DRI': '88', 'PAS': '98', 'SHO': '90', 'PAC': '60'}",95,CM,rare
91,63,90,63,92,86,84,81,33,0,93,93,77,0,87,29,95,0,72,22,92,81,85,80,2,94,"['Takes Powerful Driven Free Kicks', 'Flair', 'Shooting - Long Shot Taker', 'Dribbler - Speed Dribbler']",96,0,92,82,94,23,"['Speedster', 'Dribbler', 'Distance Shooter', 'Acrobat', 'Clinical Finisher', 'Complete Forward', 'Poacher']",0,92,92,31,80,85,88,89,53,61,91,81,61,91,89,91,65,61,91,89,91,65,91,2016-09-21,32,High,Real Madrid,Low,Right,185,5,LaLiga Santander,Cristiano Ronaldo,Portugal,N\A,Normal,5,4,80,gold,"{'PHY': '80', 'DEF': '33', 'DRI': '91', 'PAS': '81', 'SHO': '92', 'PAC': '92'}",94,Ronaldo,rare
62,67,76,67,92,85,92,92,78,0,84,82,91,0,61,87,38,0,99,71,51,97,80,79,18951,83,"['Playmaker', 'Technical Dribbler']",92,0,88,98,95,73,"['Play Maker', 'Distance Shooter', 'Crosser', 'FK Specialist', 'Tactician', 'Midfielder']",0,41,88,84,83,97,90,88,77,87,85,93,80,85,85,84,83,80,85,85,84,83,82,2017-06-08,27,Med,Real Madrid,Med,Right,182,4,LaLiga Santander,Kroos,Germany,TOTS-LaLiga,TOTS,3,5,78,gold,"{'PHY': '79', 'DEF': '78', 'DRI': '86', 'PAS': '97', 'SHO': '88', 'PAC': '51'}",94,CM,rare
